Column1;Column10;SAMPLE TEXT 1
ASCENSION_COPYCARDPRESENTRESULT_658;W-what do you think?;SAMPLE TEXT 8535

ASCENSION_COPYCARDPRESENTRESULT_707;Would The Master be proud?;SAMPLE TEXT 8536

ASCENSION_COPYCARDPRESENTRESULT_589;[c:bR]Please say yes![c:];SAMPLE TEXT 8537

ASCENSION_COPYCARDPRESENTRESULT_815;Is it just like your card?;SAMPLE TEXT 8538

ASCENSION_COPYCARDPRESENTRESULT_592;[c:bR]Is it good?[c:];SAMPLE TEXT 8539

ASCENSION_COPYCARDPRESENTRESULT_015;Don't make me put you away again.;SAMPLE TEXT 8540

ASCENSION_COPYCARDPRESENTRESULT_REPEAT_#1_462;What do you think?;SAMPLE TEXT 8541

ASCENSION_COPYCARDPRESENTRESULT_REPEAT_#2_198;[c:bR]Please say something![c:];SAMPLE TEXT 8542

ASCENSION_COPYCARDPRESENTRESULT_REPEAT_#3_029;Did I do alright?;SAMPLE TEXT 8543

ASCENSION_COPYCARDPRESENTRESULT_REPEAT_#4_404;I- I tried my best...;SAMPLE TEXT 8544

ASCENSION_HINT_MAGNIFYINGGLASSNOCARDS_712;You have no cards in your deck...;SAMPLE TEXT 8545

ASCENSION_HINT_MAGNIFYINGGLASSNOCARDS_REPEAT_#1_234;No. You have no cards.;SAMPLE TEXT 8546

ASCENSION_FOUNDMAGNIFYINGGLASS_816;The Magpie's Glass.;SAMPLE TEXT 8547

ASCENSION_FOUNDMAGNIFYINGGLASS_753;Take it. I may offer more of them on your journey.;SAMPLE TEXT 8548

ASCENSION_TRAPPERBOUGHTKNIFE_196;Take it, I have others.;SAMPLE TEXT 8549

ASCENSION_TRAPPERBOUGHTKNIFE_REPEAT_#2_042;May it cut ye the finest pelt.;SAMPLE TEXT 8550

ASCENSION_TRAPPERBOUGHTKNIFE_REPEAT_#3_614;Sold. Use it well...;SAMPLE TEXT 8551

ASCENSION_TRAPPERBOUGHTKNIFE_REPEAT_#5_007;Th' knife is yers.;SAMPLE TEXT 8552

ASCENSION_ASCENSIONFECUNDITYNERF_739;Kaycee... did you?;SAMPLE TEXT 8553

ASCENSION_ASCENSIONFECUNDITYNERF_129;[c:bR]You tampered with one of my sigils.[c:];SAMPLE TEXT 8554

ASCENSION_ASCENSIONFECUNDITYNERF_047;You thought it too powerful no doubt. But please...;SAMPLE TEXT 8555

ASCENSION_ASCENSIONFECUNDITYNERF_675;[c:bR]No more of that.[c:];SAMPLE TEXT 8556

ASCENSION_TRADERPELTLICE_541;Your pelts...;SAMPLE TEXT 8557

ASCENSION_TRADERPELTLICE_661;They are riddled with [c:bR]Lice[c:]!;SAMPLE TEXT 8558

ASCENSION_TRADERPELTLICE_539;Use this to buy new ones.;SAMPLE TEXT 8559

ASCENSION_TRADERPELTLICE_REPEAT_#1_592;Your pelts... are [c:bR]lousy[c:]!;SAMPLE TEXT 8560

ASCENSION_TRADERPELTLICE_REPEAT_#1_095;I must give you these teeth.;SAMPLE TEXT 8561

ASCENSION_TRADERPELTLICE_REPEAT_#1_525;Please... burn what you have and buy more.;SAMPLE TEXT 8562

ASCENSION_TRADERPELTLICE_REPEAT_#3_777;Your pelts are infested.;SAMPLE TEXT 8563

ASCENSION_TRADERPELTLICE_REPEAT_#3_578;Take this and leave.;SAMPLE TEXT 8564

ASCENSION_TRADERPELTLICE_REPEAT_#4_671;How tragic. Take these.;SAMPLE TEXT 8565

ASCENSION_PIRATESKULLINTRO1_734;Hm?;SAMPLE TEXT 8566

ASCENSION_PIRATESKULLINTRO1_477;This is most peculiar.;SAMPLE TEXT 8567

ASCENSION_PIRATESKULLINTRO1_481;But I'll allow it.;SAMPLE TEXT 8568

ASCENSION_PIRATESKULLINTRO1_REPEAT_#1_307;You again?;SAMPLE TEXT 8569

ASCENSION_PIRATESKULLINTRO1_REPEAT_#2_283;I see. Carry on.;SAMPLE TEXT 8570

ASCENSION_PIRATESKULLINTRO2_554;Y-yar?;SAMPLE TEXT 8571

ASCENSION_PIRATESKULLINTRO2_REPEAT_#1_027;Shiver me lemons...;SAMPLE TEXT 8572

ASCENSION_PIRATESKULLINTRO2_REPEAT_#2_413;Yo ho ho?;SAMPLE TEXT 8573

ASCENSION_PIRATESKULLINTRO2_REPEAT_#2_181;Is it time again?;SAMPLE TEXT 8574

ASCENSION_PIRATESKULLINTRO2_REPEAT_#3_885;Ahoy?;SAMPLE TEXT 8575

ASCENSION_PIRATESKULLINTRO2_REPEAT_#3_306;Be it time?;SAMPLE TEXT 8576

ASCENSION_PIRATESKULLPRECHARGE_231;Well boil me oranges...;SAMPLE TEXT 8577

ASCENSION_PIRATESKULLPRECHARGE_203;Ye've almost bested me.;SAMPLE TEXT 8578

ASCENSION_PIRATESKULLPRECHARGE_049;But I've got ye one last trick!;SAMPLE TEXT 8579

ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#1_049;Squeeze me lemons...;SAMPLE TEXT 8580

ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#1_204;Yer good.;SAMPLE TEXT 8581

ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#1_518;But I've got ye a final trick!;SAMPLE TEXT 8582

ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#2_123;Aye... ye've played well...;SAMPLE TEXT 8583

ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#2_415;But avast ye this!;SAMPLE TEXT 8584

ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#3_028;Rattle me limes... yer good.;SAMPLE TEXT 8585

ASCENSION_PIRATESKULLPRECHARGE_REPEAT_#3_885;But allow me this final gambit...;SAMPLE TEXT 8586

ASCENSION_PIRATESKULLPOSTCHARGE_750;That's far enough.;SAMPLE TEXT 8587

ASCENSION_PIRATESKULLPOSTCHARGE_REPEAT_#1_200;Careful. That's enough.;SAMPLE TEXT 8588

ASCENSION_PIRATESKULLPOSTCHARGE_REPEAT_#2_625;I won't allow you to destroy my table.;SAMPLE TEXT 8589

ASCENSION_PIRATESKULLPOSTCHARGE_REPEAT_#3_527;That's quite enough.;SAMPLE TEXT 8590

ASCENSION_PIRATESKULLPOSTCHARGE_REPEAT_#4_031;Enough of that.;SAMPLE TEXT 8591

ASCENSION_PIRATESKULLSHIPSPAWNED_188;Yar, me crew be the finest on the seas!;SAMPLE TEXT 8592

ASCENSION_PIRATESKULLSHIPSPAWNED_699;Stalwart skeles who'd never betray me!;SAMPLE TEXT 8593

ASCENSION_PIRATESKULLSHIPMUTINEE_919;M-me crew? Mutineers?!;SAMPLE TEXT 8594

ASCENSION_PIRATESKULLSHIPMUTINEE_427;Arrrrr! This be the last straw mate!;SAMPLE TEXT 8595

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#1_025;Salty Daryl! How could ye!;SAMPLE TEXT 8596

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#2_611;Browntooth Barrie? Ye too?;SAMPLE TEXT 8597

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#3_924;Bonnie Splinter... it can't be...;SAMPLE TEXT 8598

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#4_361;Freebooter Bethel? I thought better of ye.;SAMPLE TEXT 8599

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#5_302;Et tu, Crazy Oakes Hayward?;SAMPLE TEXT 8600

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#6_668;Ashton Swabby! Ye coward!;SAMPLE TEXT 8601

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#7_662;Plankton Braxton... No!;SAMPLE TEXT 8602

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#8_292;Yeller-eye Colby. Ye dog!;SAMPLE TEXT 8603

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#9_975;Why Fishwife Nate... why?!;SAMPLE TEXT 8604

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#10_019;Four-finger Fred, ye always were a coward.;SAMPLE TEXT 8605

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#11_624;I won't miss ye, Dawg Julie.;SAMPLE TEXT 8606

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#12_656;Te thing ye were me first mate, Wicked Jones.;SAMPLE TEXT 8607

ASCENSION_PIRATESKULLSHIPMUTINEE_REPEAT_#13_150;Crabby Steele, ye blaggard!;SAMPLE TEXT 8608

ASCENSION_PART1CARDSEXHAUSTEDSHIP_758;Yar! Ye be out of cards!;SAMPLE TEXT 8609

ASCENSION_PART1CARDSEXHAUSTEDSHIP_279;Full speed ahead lads!;SAMPLE TEXT 8610

ASCENSION_PIRATESKULLAIMCANNONS_422;Yar har har!;SAMPLE TEXT 8611

ASCENSION_PIRATESKULLAIMCANNONS_994;Aim...;SAMPLE TEXT 8612

ASCENSION_PIRATESKULLAIMCANNONS_REPEAT_#1_411;Prepare to meet me cannonballs!;SAMPLE TEXT 8613

ASCENSION_PIRATESKULLAIMCANNONS_REPEAT_#2_220;Hold steady lads!;SAMPLE TEXT 8614

ASCENSION_PIRATESKULLAIMCANNONS_REPEAT_#2_130;Prepare to fire!;SAMPLE TEXT 8615

ASCENSION_PIRATESKULLAIMCANNONS_REPEAT_#3_754;Me cannons be like me lemon juicer.;SAMPLE TEXT 8616

ASCENSION_PIRATESKULLAIMCANNONS_REPEAT_#3_694;Always ready to fire!;SAMPLE TEXT 8617

ASCENSION_PIRATESKULLRODENTPACK_939;Blast! Me ship is full o' rodents!;SAMPLE TEXT 8618

ASCENSION_PIRATESKULLRODENTPACK_REPEAT_#1_077;Yar... me ship be riddled with vermin.;SAMPLE TEXT 8619

ASCENSION_PIRATESKULLRODENTPACK_REPEAT_#2_788;Me ship! It be chock full o' rodents!;SAMPLE TEXT 8620

ASCENSION_PIRATESKULLRODENTPACK_REPEAT_#3_967;Be damned! Vermin all about!;SAMPLE TEXT 8621

ASCENSION_PIRATESKULLINTRO3_328;Me dream to be a scurvy boss upon the seven seas?;SAMPLE TEXT 8622

ASCENSION_PIRATESKULLINTRO3_REPEAT_#1_005;Another chance to ride the waves... upon the seven seas?;SAMPLE TEXT 8623

ASCENSION_PIRATESKULLINTRO3_REPEAT_#2_405;A chance again to surf the tides, with me fine hearties?;SAMPLE TEXT 8624

ASCENSION_PIRATESKULLINTRO3_REPEAT_#3_823;Another go, a yo ho ho, again upon the seas?;SAMPLE TEXT 8625

ASCENSION_PIRATESKULLINTRO4_975;Avast ye!;SAMPLE TEXT 8626

ASCENSION_PIRATESKULLINTRO4_REPEAT_#1_073;Batten down th' hatches!;SAMPLE TEXT 8627

ASCENSION_PIRATESKULLINTRO4_REPEAT_#2_773;Yer next stop? Th' briny deep!;SAMPLE TEXT 8628

ASCENSION_PIRATESKULLINTRO4_REPEAT_#3_256;Dead Challengers tell no tales!;SAMPLE TEXT 8629

ASCENSION_PIRATESKULLINTRO4_REPEAT_#4_283;Man the cannons me hearties!;SAMPLE TEXT 8630

ASCENSION_PIRATESKULLINTRO4_REPEAT_#5_481;Avast ye, scallywag!;SAMPLE TEXT 8631

ASCENSION_PIRATESKULLSHIPDESTROYED_763;The Limoncello is sunk?;SAMPLE TEXT 8632

ASCENSION_PIRATESKULLSHIPDESTROYED_761;By ye, a lowly landlubber?;SAMPLE TEXT 8633

ASCENSION_PIRATESKULLSHIPDESTROYED_REPEAT_#1_809;I can scarce believe it.;SAMPLE TEXT 8634

ASCENSION_PIRATESKULLSHIPDESTROYED_REPEAT_#1_216;What have ye done?;SAMPLE TEXT 8635

ASCENSION_PIRATESKULLSHIPDESTROYED_REPEAT_#2_541;Me hearties? Me crew?;SAMPLE TEXT 8636

BUYPELTSSEQUENCER_156;You don't even have room for it.;SAMPLE TEXT 8637

BUYPELTSSEQUENCER_329;Hmmf! For my knife you'll need more.;SAMPLE TEXT 8638

BUYPELTSSEQUENCER_541;You couldn't afford it... So you left it out of respect.;SAMPLE TEXT 8639

DISKDRIVEMODSEQUENCER_387_M;[c:bR]What?[c:] You have no valid choices at all?;SAMPLE TEXT 8640

DISKDRIVEMODSEQUENCER_387_F;;SAMPLE TEXT 8641

DISKDRIVEMODSEQUENCER_455_M;[c:bR]!?![c:];SAMPLE TEXT 8642

DISKDRIVEMODSEQUENCER_455_F;;SAMPLE TEXT 8643

ASCENSIONCARDSSCREEN_021;CARD LOCKED;SAMPLE TEXT 8644

ASCENSIONCHALLENGEDISPLAYER_393;+{0} CHALLENGE POINTS;SAMPLE TEXT 8645

ASCENSIONCHALLENGEDISPLAYER_046;CHALLENGE LOCKED;SAMPLE TEXT 8646

ASCENSIONCHALLENGESCREEN_118;{0} ENABLED;SAMPLE TEXT 8647

ASCENSIONCHALLENGESCREEN_363;{0} DISABLED;SAMPLE TEXT 8648

ASCENSIONCHALLENGESCREEN_542;{0} Challenge Points Added;SAMPLE TEXT 8649

ASCENSIONCHALLENGESCREEN_233;{0} Challenge Points Subtracted;SAMPLE TEXT 8650

ASCENSIONCHALLENGESCREEN_905;WARNING(!) Lvl Reqs EXCEEDED;SAMPLE TEXT 8651

ASCENSIONCHALLENGESCREEN_440;Lvl Reqs Met;SAMPLE TEXT 8652

ASCENSIONCHALLENGESCREEN_305;Lvl Reqs NOT MET;SAMPLE TEXT 8653

ASCENSIONCHALLENGESCREEN_874;START RUN;SAMPLE TEXT 8654

ASCENSIONJOURNALSUMMARYSCREEN_072;ENTRY #{0};SAMPLE TEXT 8655

ASCENSIONRUNENDSCREEN_486;DEFEAT...;SAMPLE TEXT 8656

ASCENSIONRUNENDSCREEN_162;VICTORY;SAMPLE TEXT 8657

ASCENSIONRUNENDSCREEN_673;RETRY RUN (SAME CONFIG);SAMPLE TEXT 8658

CHALLENGEACTIVATIONUI_613;CHALLENGE TRIGGERED: {0};SAMPLE TEXT 8659

CHALLENGEACTIVATIONUI_180;Activating Challenge: {0} {1}%;SAMPLE TEXT 8660

CHALLENGEACTIVATIONUI_866;CHALLENGE ACTIVATED: {0};SAMPLE TEXT 8661

CHALLENGELEVELTEXT_032;(EXCEEDED!);SAMPLE TEXT 8662

CHALLENGELEVELTEXT_951;Challenge Level: {0};SAMPLE TEXT 8663

CHALLENGELEVELTEXT_036;ALL CHALLENGE LEVELS CLEARED!;SAMPLE TEXT 8664

CHALLENGELEVELTEXT_521;Challenge Points: {0};SAMPLE TEXT 8665

RUNINFOUIBAR_505;MAP #{0};SAMPLE TEXT 8666

CREATEBELLS_114;Blocked on both sides. No Chimes this time.;SAMPLE TEXT 8667

CREATEDAMS_106;Blocked on both sides. No Dams for your Beaver.;SAMPLE TEXT 8668

DRAWCOPY_294;DEPLOY SIGIL NERF: FECUNDITY;SAMPLE TEXT 8669

DRAWCOPY_085;RemoveSigilFromCopy();SAMPLE TEXT 8670

DRAWCOPY_428;// It had to be done.;SAMPLE TEXT 8671

DEFAULTDEATHCARDS_731;Jonah;SAMPLE TEXT 8672

DEFAULTDEATHCARDS_978;Kevin;SAMPLE TEXT 8673

DEFAULTDEATHCARDS_100;Sean;SAMPLE TEXT 8674

DEFAULTDEATHCARDS_237;Tamara;SAMPLE TEXT 8675

DEFAULTDEATHCARDS_060;Daniel;SAMPLE TEXT 8676

DEFAULTDEATHCARDS_650;Cody;SAMPLE TEXT 8677

DEFAULTDEATHCARDS_833;David;SAMPLE TEXT 8678

DEFAULTDEATHCARDS_374;Tahnee;SAMPLE TEXT 8679

DEFAULTDEATHCARDS_737;Berke;SAMPLE TEXT 8680

ASCENSIONSTAT_992;Victories;SAMPLE TEXT 8681

ASCENSIONSTAT_553;Defeats;SAMPLE TEXT 8682

ASCENSIONSTAT_085;Bosses Defeated;SAMPLE TEXT 8683

ASCENSIONSTAT_909;Cards Drawn;SAMPLE TEXT 8684

ASCENSIONSTAT_769;Most Scales Damage In 1 Turn;SAMPLE TEXT 8685

ASCENSIONSTAT_041;Most Bones Held;SAMPLE TEXT 8686

ASCENSIONSTAT_497;Squirrels Harmed;SAMPLE TEXT 8687

ASCENSIONSTAT_757;Sacrifices Made;SAMPLE TEXT 8688

ASCENSIONSTAT_598;Pelts Traded;SAMPLE TEXT 8689

ASCENSIONSTAT_492;Teeth Pulled;SAMPLE TEXT 8690

ASCENSIONSTAT_826;Mantis Gods Picked;SAMPLE TEXT 8691

ASCENSIONSTAT_815;Misplays;SAMPLE TEXT 8692

PIRATESKULLBATTLESEQUENCER_366;FIRE!;SAMPLE TEXT 8693

PIRATESKULLBOSSOPPONENT_123;Ye scurvy dog...;SAMPLE TEXT 8694

PIRATESKULLBOSSOPPONENT_821;Yar?;SAMPLE TEXT 8695

CREATEEGG_RULEBOOKNAME_296;Brood Parasite;SAMPLE TEXT 8696

CREATEEGG_RULEBOOKDESCRIPTION_523;When [creature] is played, an Egg is created on the opposing space.;SAMPLE TEXT 8697

CREATEEGG_TEXT_311;That poor chick never had a chance...;SAMPLE TEXT 8698

DOUBLESTRIKE_RULEBOOKNAME_425;Double Strike;SAMPLE TEXT 8699

DOUBLESTRIKE_RULEBOOKDESCRIPTION_490;[creature] will strike the opposing space an extra time when attacking.;SAMPLE TEXT 8700

GAINATTACKONKILL_RULEBOOKNAME_440;Blood Lust;SAMPLE TEXT 8701

GAINATTACKONKILL_RULEBOOKDESCRIPTION_424;When [creature] attacks an opposing creature and it perishes, this card gains 1 power.;SAMPLE TEXT 8702

GAINATTACKONKILL_TEXT_110;A gruesome way to grow...;SAMPLE TEXT 8703

HYDRAEGG_RULEBOOKNAME_854;Finical Hatchling;SAMPLE TEXT 8704

HYDRAEGG_RULEBOOKDESCRIPTION_431;[creature] hatches when drawn if the numbers 1 to 5 are represented in the health of creatures in your deck, and in their power, and if there is a creature of each tribe in your deck.;SAMPLE TEXT 8705

MADEOFSTONE_RULEBOOKNAME_172;Made Of Stone;SAMPLE TEXT 8706

MADEOFSTONE_RULEBOOKDESCRIPTION_563;[creature] is immune to the effects of Touch of Death and Stinky.;SAMPLE TEXT 8707

MORSEL_RULEBOOKNAME_777;Morsel;SAMPLE TEXT 8708

MORSEL_RULEBOOKDESCRIPTION_148;When [creature] is sacrificed, it adds its stat values to the card it was sacrificed for.;SAMPLE TEXT 8709

OPPONENTBONES_RULEBOOKNAME_606;Scavenger;SAMPLE TEXT 8710

OPPONENTBONES_RULEBOOKDESCRIPTION_070;While [creature] is on the board, opposing creatures also provide bones when perishing.;SAMPLE TEXT 8711

OPPONENTBONES_TEXT_974;[c:bR]Get your paws off of my creature's bones![c:];SAMPLE TEXT 8712

STRAFESWAP_RULEBOOKNAME_420;Rampager;SAMPLE TEXT 8713

STRAFESWAP_RULEBOOKDESCRIPTION_165;At the end of the owner's turn, [creature] will move in the direction inscribed in the sigil. Creatures in the way will be thrown back behind it.;SAMPLE TEXT 8714

STRAFESWAP_TEXT_463;I do not envy those that stand in the Bull's way...;SAMPLE TEXT 8715

CHALLENGE_ALLTOTEMS_DESCRIPTION_807;All regular battles are replaced with totem battles.;SAMPLE TEXT 8716

CHALLENGE_ALLTOTEMS_TITLE_709;All Totem Battles;SAMPLE TEXT 8717

CHALLENGE_ANNOYINGSTARTERDECK_DESCRIPTION_647;Cards in starting deck have the Annoying sigil.;SAMPLE TEXT 8718

CHALLENGE_ANNOYINGSTARTERDECK_TITLE_115;Annoying Starters;SAMPLE TEXT 8719

CHALLENGE_BASEDIFFICULTY_DESCRIPTION_242;More and stronger opposing creatures in all battles.;SAMPLE TEXT 8720

CHALLENGE_BASEDIFFICULTY_TITLE_537;More Difficult;SAMPLE TEXT 8721

CHALLENGE_BOSSTOTEMS_DESCRIPTION_950;Boss battles are also totem battles.;SAMPLE TEXT 8722

CHALLENGE_BOSSTOTEMS_TITLE_731;Boss Totems;SAMPLE TEXT 8723

CHALLENGE_EXPENSIVEPELTS_DESCRIPTION_158;The Trapper's pelts cost more.;SAMPLE TEXT 8724

CHALLENGE_EXPENSIVEPELTS_TITLE_850;Pricey Pelts;SAMPLE TEXT 8725

CHALLENGE_FINALBOSS_DESCRIPTION_836;Leshy is replaced as the final boss of the run. Heave. Ho.;SAMPLE TEXT 8726

CHALLENGE_FINALBOSS_TITLE_299;Final Boss;SAMPLE TEXT 8727

CHALLENGE_GRIZZLYBOSSES_DESCRIPTION_688;Grizzlies appear during the first 3 boss battles.;SAMPLE TEXT 8728

CHALLENGE_GRIZZLYBOSSES_TITLE_964;Grizzly Bosses;SAMPLE TEXT 8729

CHALLENGE_LESSCONSUMABLES_DESCRIPTION_354;Your pack can hold 1 less item.;SAMPLE TEXT 8730

CHALLENGE_LESSCONSUMABLES_TITLE_339;Smaller Backpack;SAMPLE TEXT 8731

CHALLENGE_NOBOSSRARES_DESCRIPTION_112;Bosses award regular cards instead of rares.;SAMPLE TEXT 8732

CHALLENGE_NOBOSSRARES_TITLE_498;No Boss Rares;SAMPLE TEXT 8733

CHALLENGE_NOCLOVER_DESCRIPTION_800;You may not re-roll card choices.;SAMPLE TEXT 8734

CHALLENGE_NOCLOVER_TITLE_486;No Clover;SAMPLE TEXT 8735

CHALLENGE_NOHOOK_DESCRIPTION_291;You do not start with the Fish Hook item.;SAMPLE TEXT 8736

CHALLENGE_NOHOOK_TITLE_035;No Hook;SAMPLE TEXT 8737

CHALLENGE_ONELIFE_DESCRIPTION_540;You are limited to 1 life.;SAMPLE TEXT 8738

CHALLENGE_ONELIFE_TITLE_903;Single Candle;SAMPLE TEXT 8739

CHALLENGE_SQUIRRELFISH_DESCRIPTION_503;Your squirrels have the Waterborne sigil.;SAMPLE TEXT 8740

CHALLENGE_SQUIRRELFISH_TITLE_073;Squirrel Fish;SAMPLE TEXT 8741

CHALLENGE_STARTINGDAMAGE_DESCRIPTION_926;Start all battles with 1 damage on your side of the scales.;SAMPLE TEXT 8742

CHALLENGE_STARTINGDAMAGE_TITLE_695;Tipped Scales;SAMPLE TEXT 8743

ENTRY1_BODYTEXT1_904;OK I need to write this down NOW so I don't go to sleep and tell myself I dreamt it.;SAMPLE TEXT 8744

ENTRY1_BODYTEXT2_628;I'm working late and testing the latest build and out of nowhere The Angler starts FREAKING OUT. Like he pulled something up out of the river with his hook then he GETS UP and WALKS. There is no walk animation for this character! WTF?! He walked right into the cabin. I followed him in and couldn't find him. Leshy had some new dialogue lines that I CANNOT FIND IN THE DIALOGUE FILE. He said something about some OLD_DATA and how The Angler served him well or something.;SAMPLE TEXT 8745

ENTRY1_BODYTEXT3_978;I'm so tired that I'm already wondering if I made this up.;SAMPLE TEXT 8746

ENTRY10_BODYTEXT1_511;Last night I brought the disk with me on a walk around the seawall and was THIS close to just chucking it out into the water.;SAMPLE TEXT 8747

ENTRY10_BODYTEXT2_752;If I'm right the Karnoffel Code is still out there and the machine is, incredibly, still ready to accept it. Destroy the disk, no one finds the Code, and no one can blow up half of Europe. Right? But I saw an otter which made me think of Leshy. Maybe we need the Code to DISarm the machine? Could that be right? I can't be sure.;SAMPLE TEXT 8748

ENTRY10_BODYTEXT3_492;I went home.;SAMPLE TEXT 8749

ENTRY11_BODYTEXT1_342;<DATA CORRUPTED. FOR ANY QUALITY CONCERNS PLEASE CONTACT KAMINSKI DATA STORAGE MFG.>;SAMPLE TEXT 8750

ENTRY12_BODYTEXT1_197;Call from Mr. Kaminski at 9:45 pm. What the hell is wrong with this guy? He wants all the sample disks back at the factory NOW. What does he know? NAH TICK MASS he kept saying.;SAMPLE TEXT 8751

ENTRY12_BODYTEXT2_477;I'm done with all of this but I can't bring myself to destroy this disk, I'm sorry. I've got a little wooden box and I'm gonna bury it with the disk inside. I'm writing the coords down and who knows maybe I'll burn them later. Leshy will thank me. The world may not.;SAMPLE TEXT 8752

ENTRY12_BODYTEXT3_487;Goodbye for now <3;SAMPLE TEXT 8753

ENTRY13_BODYTEXT1_382;No one will ever play this mod and, the way things are looking, they might never even play this game. But I'm gonna indulge in a fantasy.;SAMPLE TEXT 8754

ENTRY13_BODYTEXT2_138;Thousands of players play it and love it. They each find different reasons to love it and even love its imperfections. They make music and art about it that makes me see my own work in a different way. But even a simple comment can have this effect. It makes me feel like all my work mattered and then some. I am overflowing with gratitude.;SAMPLE TEXT 8755

ENTRY13_BODYTEXT3_576;...Well, time to finish up the Squirrel Fish challenge. Maybe I'll hit up Comics Land later.;SAMPLE TEXT 8756

ENTRY2_BODYTEXT1_419;So I woke up and damn near lost my mind. I tried to recreate that bug with The Angler over and over and nothing weird was happening. Then I realized I was testing on a different disk! So I popped in the same disk as last night and HOLY SHIT. Leshy went 3D. What does that mean? I barely even know. Maybe I AM crazy. The entire game is different. Leshy took over and it's 3D. I don't know anyone who would listen to me about this.;SAMPLE TEXT 8757

ENTRY3_BODYTEXT1_456;I've been playing this... new... Inscryption now for a few days. Work has been unproductive. I emailed some of the other devs - kinda probing to see if they know anything about this without appearing crazy. No dice.;SAMPLE TEXT 8758

ENTRY3_BODYTEXT2_454;The strange thing? The game is fun. Like it's actually a good game. But stranger still? Leshy. He talks to the Challenger almost as if he's talking to ME. It's freaky but not altogether unwelcome - I could use a friend.;SAMPLE TEXT 8759

ENTRY4_BODYTEXT1_930;I scoured the disk last night looking for some kind of explanation. And I found some really wild stuff. It made me think... what is the OLD_DATA and why does Leshy only talk about it when he's wearing The Woodcarver's mask?;SAMPLE TEXT 8760

ENTRY4_BODYTEXT2_558;I found some log from Mr. Kaminski. It was pretty clear when I met him that the guy had issues... but he seemed to be saying in this log that the entire development of Inscryption was a cover. For what? How infuriating if true.;SAMPLE TEXT 8761

ENTRY4_BODYTEXT3_436;Time to start another run I guess.;SAMPLE TEXT 8762

ENTRY5_BODYTEXT1_800;I'm addicted to Leshy's Inscryption.;SAMPLE TEXT 8763

ENTRY5_BODYTEXT2_758;It's far from perfect though. Some really unbalanced shit in here to be honest. I have my Ouroboros up to over a hundred thanks to the stupidly broken Fecundity sigil combo.;SAMPLE TEXT 8764

ENTRY5_BODYTEXT3_858;I decided that I'm going to work on making this balanced. And maybe a bit of an actual challenge? I'm making a mod! I wonder what Leshy will think.;SAMPLE TEXT 8765

ENTRY6_BODYTEXT1_202;Work on the mod continues. I was appalled to find that Leshy chose to use the Kaycee Hobbes' ghoul skull as a trinket on his shelf. He fills it with teeth for the Trapper after every boss... Kinda lame because it's tedious to keep getting up from the table just to collect the teeth. I'll have to hack that out. He'll hate me for it.;SAMPLE TEXT 8766

ENTRY7_BODYTEXT1_127;Some nights I mod, some nights I dig. I dig deeper into this log file and find things I sometimes wish I hadn't. This isn't just some disk Kaminski used to vent his workplace frustrations. This is like some real shit.;SAMPLE TEXT 8767

ENTRY7_BODYTEXT2_400;Every once in a while I get some context from The Woodcarver and it's chilling. This could all be bunk... or there could be a doomsday machine under Berlin armed by a code hidden on a pack of cards.;SAMPLE TEXT 8768

ENTRY7_BODYTEXT3_807;In other news I just finished implementing the Boss Totems challenge.;SAMPLE TEXT 8769

ENTRY8_BODYTEXT1_144;I barely leave the apartment save for the odd dinner out with mom... but last night was an exception. I went to Comics Land to play a Secrets of Legendaria draft. Is it weird that I brought the disk with me? I felt uncomfortable being apart from it.;SAMPLE TEXT 8770

ENTRY8_BODYTEXT2_451;I ended up ripping a foil Sweaty Dragon but lost the first match to this weird dude who wanted to record it for his YouTube channel. Like he actually brought a camcorder on a shaky looking tripod to the shop! How is that allowed?!;SAMPLE TEXT 8771

